,FIPS,state2,cdid116,inputstate,birthyr,cces.year,countyfips,dem,educ,educ.int,gender,hispanic,ideo5,newsint,partydefender,perceive_extreme,perceive_extreme_very,party,pid,pid3,pid7,polint,progressive,race,reformer,reformer_local,rep,RCO321,RCO321_a,RCO321_dk,RCO321_dm,RCO321_na,RCO321_np,RCO321_p,RCO321_pref,RCO322,RCO322_a,RCO322_dk,RCO322_dm,RCO322_na,RCO322_np,RCO322_p,RCO322_pref,RCO323,RCO323_a,RCO323_dk,RCO323_dm,RCO323_na,RCO323_np,RCO323_p,RCO323_pref,RCO324,RCO324_a,RCO324_dk,RCO324_dm,RCO324_na,RCO324_np,RCO324_p,RCO324_pref,RCO325,RCO325_a,RCO325_dk,RCO325_dm,RCO325_na,RCO325_np,RCO325_p,RCO325_pref,RCO326,RCO326_a,RCO326_dk,RCO326_dm,RCO326_na,RCO326_np,RCO326_p,RCO326_pref,RCO327,RCO327_a,RCO327_dk,RCO327_dm,RCO327_na,RCO327_np,RCO327_p,RCO327_pref,states_p_sb,states_p_sheriff,states_p_da,states_a_da,X2018_GovFlip,X2018_LegFlip,X2018_SenFlip,X2018_HouseFlip,X2018Pre_RepubGovControl,X2018Pre_DemTriControl,X2018Pre_RepTriControl,biden2020,trump2020,state,state_po,county,avg_d_voteshare2party,avg_r_voteshare2party,Pres_Vote
1710,48113,TX,33,Texas,1998,2018,48113,1,Some college,2,Female,No,Not sure,Don't know,4,0,0,Dem,Democrat,Democrat,Strong Democrat,NA,0,Hispanic,0,0,0,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,73,25.6,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1711,48113,TX,32,Texas,1985,2020,48113,0,4-year,4,Female,No,Liberal,Most of the time,0,0,0,NA,Democrat,Other,Lean Democrat,4,0,White,7,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,54.4,44,Texas,TX,Dallas,63.68288388,36.31711612,Lean Democrat
1712,48121,TX,26,Texas,1996,2018,48121,0,Some college,2,Male,No,Very liberal,Most of the time,5,0,0,Ind,Democrat,Independent,Lean Democrat,4,0,White,2,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.1,56.3,Texas,TX,Denton,39.39351955,60.60648045,Lean Republican
1713,48121,TX,26,Texas,1961,2020,48121,0,4-year,4,Female,No,Very conservative,Most of the time,1,0,0,Ind,Republican,Independent,Lean Republican,4,0,White,5,4,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.1,56.3,Texas,TX,Denton,39.39351955,60.60648045,Lean Republican
1714,48121,TX,26,Texas,1984,2018,48121,0,High school graduate,1,Female,No,Moderate,Only now and then,2,0,0,Rep,Republican,Republican,Not very strong Republican,2,1,White,5,5,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.1,56.3,Texas,TX,Denton,39.39351955,60.60648045,Lean Republican
1715,48121,TX,26,Texas,1947,2018,48121,0,High school graduate,1,Female,No,Conservative,Most of the time,7,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.1,56.3,Texas,TX,Denton,39.39351955,60.60648045,Lean Republican
1717,48121,TX,26,Texas,1984,2018,48121,0,High school graduate,1,Female,No,Conservative,Some of the time,2,1,1,Rep,Republican,Republican,Not very strong Republican,3,1,Native American,5,5,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,42.1,56.3,Texas,TX,Denton,39.39351955,60.60648045,Lean Republican
1718,48123,TX,34,Texas,1983,2020,48123,1,High school graduate,1,Male,NA,Liberal,Most of the time,0,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,Hispanic,7,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,51.5,47.5,Texas,TX,Dewitt,17.40496857,82.59503143,Solid Republican
1719,48135,TX,11,Texas,1996,2018,48135,0,High school graduate,1,Female,No,Conservative,Some of the time,0,1,1,Rep,Republican,Republican,Not very strong Republican,3,0,White,7,5,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,19.7,79.1,Texas,TX,Ector,29.05951402,70.94048598,Solid Republican
1720,48139,TX,6,Texas,1960,2020,48139,0,2-year,3,Female,No,Very conservative,Most of the time,7,0,0,Ind,Republican,Independent,Lean Republican,4,0,White,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,47.8,50.8,Texas,TX,Ellis,26.55979344,73.44020656,Solid Republican
1721,48141,TX,16,Texas,1977,2020,48141,0,High school graduate,1,Male,No,Not sure,Most of the time,0,0,0,Rep,Republican,Republican,Strong Republican,4,0,White,2,1,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,66.4,32,Texas,TX,El Paso,72.7019252,27.2980748,Solid Democrat
1722,48141,TX,16,Texas,1985,2018,48141,0,4-year,4,Male,No,Very conservative,Some of the time,0,1,1,Rep,Republican,Republican,Strong Republican,3,0,White,7,5,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,66.4,32,Texas,TX,El Paso,72.7019252,27.2980748,Solid Democrat
1723,48141,TX,16,Texas,2000,2020,48141,1,Some college,2,Female,NA,Very liberal,Some of the time,0,1,1,Dem,Democrat,Democrat,Strong Democrat,3,0,Hispanic,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,66.4,32,Texas,TX,El Paso,72.7019252,27.2980748,Solid Democrat
1724,48157,TX,22,Texas,1988,2020,48157,0,High school graduate,1,Female,NA,Conservative,Only now and then,0,0,0,Rep,Republican,Republican,Not very strong Republican,2,0,Hispanic,6,5,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I don't think it matters,0,0,1,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.9,49.8,Texas,TX,Fort Bend,53.45170393,46.54829607,Lean Democrat
1725,48157,TX,22,Texas,1956,2020,48157,0,High school graduate,1,Male,No,Conservative,Most of the time,7,1,1,Rep,Republican,Republican,Strong Republican,4,0,White,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.9,49.8,Texas,TX,Fort Bend,53.45170393,46.54829607,Lean Democrat
1726,48181,TX,4,Texas,1954,2018,48181,0,2-year,3,Male,No,Very conservative,Most of the time,5,0,0,Rep,Republican,Republican,Strong Republican,4,0,White,2,2,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,24.4,74.4,Texas,TX,Grayson,22.57703941,77.42296059,Solid Republican
1727,48187,TX,35,Texas,1975,2018,48187,0,2-year,3,Female,No,Moderate,Some of the time,0,0,0,NA,Republican,Other,Lean Republican,3,0,White,4,2,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I don't think it matters,0,0,1,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,67.7,30.5,Texas,TX,Guadalupe,33.42420442,66.57579558,Solid Republican
1728,48201,TX,2,Texas,1989,2018,48201,1,4-year,4,Female,No,Moderate,Hardly at all,4,1,1,Dem,Democrat,Democrat,Not very strong Democrat,1,0,Black,0,0,0,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,I'm not sure,0,1,0,1,0,0,0,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.6,49.9,Texas,TX,Harris,56.45837005,43.54162995,Lean Democrat
1729,48201,TX,2,Texas,1997,2020,48201,0,4-year,4,Female,No,Moderate,Most of the time,0,0,0,Ind,Democrat,Independent,Lean Democrat,4,0,White,5,4,0,I don't think it matters,0,0,1,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.6,49.9,Texas,TX,Harris,56.45837005,43.54162995,Lean Democrat
1730,48201,TX,2,Texas,1935,2018,48201,0,4-year,4,Male,No,Conservative,Most of the time,0,0,0,Ind,Republican,Independent,Lean Republican,4,0,White,7,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.6,49.9,Texas,TX,Harris,56.45837005,43.54162995,Lean Democrat
1731,48201,TX,29,Texas,1963,2018,48201,1,Some college,2,Male,No,Liberal,Some of the time,0,1,0,Dem,Democrat,Democrat,Not very strong Democrat,3,0,White,7,5,0,They should be appointed by an elected official or other governing body.,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,65.9,32.9,Texas,TX,Harris,56.45837005,43.54162995,Lean Democrat
1732,48201,TX,2,Texas,1964,2020,48201,1,Some college,2,Male,No,Liberal,Most of the time,1,1,1,Dem,Democrat,Democrat,Strong Democrat,4,0,Black,6,5,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,48.6,49.9,Texas,TX,Harris,56.45837005,43.54162995,Lean Democrat
1734,48201,TX,29,Texas,1993,2018,48201,1,Some college,2,Male,No,Liberal,Only now and then,0,0,0,Dem,Democrat,Democrat,Not very strong Democrat,2,0,Asian,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,I'm not sure,0,1,0,1,0,0,0,0,1,1,0,0,NA,NA,NA,1,NA,NA,65.9,32.9,Texas,TX,Harris,56.45837005,43.54162995,Lean Democrat
1735,48201,TX,9,Texas,1962,2020,48201,0,Post-grad,5,Male,No,Moderate,Most of the time,2,0,0,Rep,Republican,Republican,Not very strong Republican,4,1,White,5,5,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,"They should be elected by the public, in a partisan contest",0,0,0,0,0,1,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,75.7,23.3,Texas,TX,Harris,56.45837005,43.54162995,Lean Democrat
1736,48201,TX,9,Texas,1991,2020,48201,0,High school graduate,1,Female,No,Very liberal,Most of the time,0,0,0,Ind,Democrat,Independent,Lean Democrat,4,0,White,5,4,0,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,I'm not sure,0,1,0,1,0,0,0,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,They should be appointed by an elected official or other governing body,1,0,0,0,0,0,1,"They should be elected by the public, in a non-partisan contest",0,0,0,0,1,0,1,0,1,1,0,0,NA,NA,NA,1,NA,NA,75.7,23.3,Texas,TX,Harris,56.45837005,43.54162995,Lean Democrat
